id,group,variable,type,value,unit,location,metadata,time,created_at
652d1df5cea89e0009d22a1a,1697455605081,lora_coding_rate,string,4/5,,,,2023-10-16 11:26:45.182,2023-10-16 11:26:45.182
652d1df5cea89e0009d22a1b,1697455605081,frequency,string,917600000,,,,2023-10-16 11:26:45.182,2023-10-16 11:26:45.182
652d1df5cea89e0009d22a1c,1697455605081,timestamp,number,4286380732,,,,2023-10-16 11:26:45.182,2023-10-16 11:26:45.182
652d1df5cea89e0009d22a1d,1697455605081,device_id,string,eui-50f8a500000103e3,,,,2023-10-16 11:26:45.183,2023-10-16 11:26:45.183
652d1df5cea89e0009d22a1e,1697455605081,application_id,string,iot-csf-ifsc,,,,2023-10-16 11:26:45.183,2023-10-16 11:26:45.183
652d1df5cea89e0009d22a1f,1697455605081,fport,number,1,,,,2023-10-16 11:26:45.183,2023-10-16 11:26:45.183
652d1df5cea89e0009d22a20,1697455605081,fcnt,number,164,,,,2023-10-16 11:26:45.183,2023-10-16 11:26:45.183
652d1df5cea89e0009d22a21,1697455605081,gateway_eui,string,0000F8033201A727,,,,2023-10-16 11:26:45.184,2023-10-16 11:26:45.184
652d1df5cea89e0009d22a22,1697455605081,rssi,number,-91,,,,2023-10-16 11:26:45.184,2023-10-16 11:26:45.184
652d1df5cea89e0009d22a23,1697455605081,snr,number,8.8,,,,2023-10-16 11:26:45.184,2023-10-16 11:26:45.184
652d1df5cea89e0009d22a24,1697455605081,gateway_location,string,"-27.608081294592182,-48.633736499977516",,"{""type"": ""Point"", ""coordinates"": [-48.633736499977516, -27.608081294592182]}",,2023-10-16 11:26:45.184,2023-10-16 11:26:45.185
652d1df5cea89e0009d22a25,1697455605081,frm_payload,string,7b224c756d696e6f736964616465223a33342c2254656d7065726174757261223a32342e32303030303037362c22556d6964616465223a38367d,,,,2023-10-16 11:26:45.185,2023-10-16 11:26:45.185
652d1dffcea89e0009d22ada,1697455615041,text,string,"{""Luminosidade"":36,""Temperatura"":24.20000076,""Umidade"":86}",,,,2023-10-16 11:26:55.093,2023-10-16 11:26:55.093
652d1dffcea89e0009d22adb,1697455615041,lora_bandwidth,number,125000,,,,2023-10-16 11:26:55.093,2023-10-16 11:26:55.094
652d1dffcea89e0009d22adc,1697455615041,lora_spreading_factor,number,7,,,,2023-10-16 11:26:55.094,2023-10-16 11:26:55.094
652d1dffcea89e0009d22add,1697455615041,lora_coding_rate,string,4/5,,,,2023-10-16 11:26:55.094,2023-10-16 11:26:55.094
652d1dffcea89e0009d22ade,1697455615041,frequency,string,916800000,,,,2023-10-16 11:26:55.094,2023-10-16 11:26:55.094
652d1dffcea89e0009d22adf,1697455615041,timestamp,number,1388451,,,,2023-10-16 11:26:55.095,2023-10-16 11:26:55.095
652d1dffcea89e0009d22ae0,1697455615041,device_id,string,eui-50f8a500000103e3,,,,2023-10-16 11:26:55.095,2023-10-16 11:26:55.095
652d1dffcea89e0009d22ae1,1697455615041,application_id,string,iot-csf-ifsc,,,,2023-10-16 11:26:55.095,2023-10-16 11:26:55.095
652d1dffcea89e0009d22ae2,1697455615041,fport,number,1,,,,2023-10-16 11:26:55.095,2023-10-16 11:26:55.096
652d1dffcea89e0009d22ae3,1697455615041,fcnt,number,165,,,,2023-10-16 11:26:55.096,2023-10-16 11:26:55.096
652d1dffcea89e0009d22ae4,1697455615041,gateway_eui,string,0000F8033201A727,,,,2023-10-16 11:26:55.096,2023-10-16 11:26:55.096
652d1dffcea89e0009d22ae5,1697455615041,rssi,number,-95,,,,2023-10-16 11:26:55.096,2023-10-16 11:26:55.096
652d1dffcea89e0009d22ae6,1697455615041,snr,number,3.8,,,,2023-10-16 11:26:55.097,2023-10-16 11:26:55.097
652d1dffcea89e0009d22ae7,1697455615041,gateway_location,string,"-27.608081294592182,-48.633736499977516",,"{""type"": ""Point"", ""coordinates"": [-48.633736499977516, -27.608081294592182]}",,2023-10-16 11:26:55.097,2023-10-16 11:26:55.097
652d1dffcea89e0009d22ae8,1697455615041,frm_payload,string,7b224c756d696e6f736964616465223a33362c2254656d7065726174757261223a32342e32303030303037362c22556d6964616465223a38367d,,,,2023-10-16 11:26:55.097,2023-10-16 11:26:55.097
652d1e17ca1e830009137231,1697455639161,text,string,"{""Luminosidade"":34,""Temperatura"":24.29999924,""Umidade"":86}",,,,2023-10-16 11:27:19.196,2023-10-16 11:27:19.196
652d1e17ca1e830009137232,1697455639161,lora_bandwidth,number,125000,,,,2023-10-16 11:27:19.196,2023-10-16 11:27:19.196
652d1e17ca1e830009137233,1697455639161,lora_spreading_factor,number,7,,,,2023-10-16 11:27:19.196,2023-10-16 11:27:19.197
652d1e17ca1e830009137234,1697455639161,lora_coding_rate,string,4/5,,,,2023-10-16 11:27:19.197,2023-10-16 11:27:19.197
652d1e17ca1e830009137235,1697455639161,frequency,string,917200000,,,,2023-10-16 11:27:19.197,2023-10-16 11:27:19.197
652d1e17ca1e830009137236,1697455639161,timestamp,number,25513499,,,,2023-10-16 11:27:19.197,2023-10-16 11:27:19.197
652d1e17ca1e830009137237,1697455639161,device_id,string,eui-50f8a500000103e3,,,,2023-10-16 11:27:19.198,2023-10-16 11:27:19.198
